DT,TICKERS,WGT,PX,DIVIDEND,LEVERAGE,PRICEMO,RETURNVOL,MCAP,EY,RtnM,GICS
02/26/2010,939 HK,7.399277,5.694,1.6163,NA,0.65,38.759,1376536.218,8.8085,-0.018445096,40101010
02/26/2010,941 HK,8.620906,76.6,3.5901,0.03,-8.19,33.449,1536681.128,8.5244,0.038644068,50102010
02/27/2015,101 HK,0.597533,22,3.4545,0.3492,-7.84,21.3,98676.8105,11.8741,-0.037199125,60102010
02/27/2015,1044 HK,0.857353,86.003,2.1511,0.1874,8.09,19.303,108910.4039,3.6448,-0.035775949,30302010
02/27/2015,1088 HK,0.835547,20.3,5.5899,0.2002,-10.13,25.025,448412.1695,12.0985,-0.044705882,10102050
02/27/2015,11 HK,1.3096,141.4,3.9604,NA,8.31,12.349,270334.5682,5.5977,0.041237113,40101010
02/27/2015,1109 HK,0.50918,20.6,2.1796,0.4767,NA,36.33,134534.7777,11.0619,0.036217304,60102030
02/27/2015,12 HK,0.674049,36.2,1.9108,0.2173,9.81,22.592,159017.9729,10.6096,-0.043315098,60102010
02/27/2015,1249772D HK,2.583485,153.5,2.3805,NA,4.52,25.514,355531.2211,NA,0.033670034,60102030
02/27/2015,1299 HK,6.659306,45.65,1.0953,0.0881,NA,20.347,549859.5996,4.9106,0.008839779,40301020
02/27/2015,13 HK,2.74173,106.2,2.274,0.3777,0.8,23.754,452769.9583,14.8309,0.032069971,20105010
02/27/2015,135 HK,0.298376,7.63,3.0144,0.2585,-39.53,25.079,61592.3367,8.9547,-0.054522924,10102040
02/27/2015,1398 HK,5.057109,5.66,5.764,NA,8.51,20.932,2018698.794,17.3766,0.014336918,40101010
02/27/2015,144 HK,0.45786,29.5,2.6102,0.2142,11.32,25.454,75611.0928,5.9734,0.033274956,20305030
02/27/2015,151 HK,0.751439,8.55,3.1551,0.0979,-15.87,27.024,112811.6558,4.1889,-0.082618026,30202030
02/27/2015,16 HK,2.081032,121.6,2.7549,0.2029,7.34,16.762,343662.1504,9.0894,-0.039494471,60102010
02/27/2015,17 HK,0.591314,9.15,4.5902,0.6679,-4.18,26.083,81374.7655,14.6264,-0.01187905,60102010
02/27/2015,1880 HK,0.471354,8.39,4.0584,0.0425,-11.24,28.857,70763.2182,7.9904,-0.045506257,25203020
02/27/2015,19 HK,0.755653,106,3.3962,0.2695,3.93,15.169,154637.7271,6.9408,0.018251681,60102010
02/27/2015,1928 HK,1.037662,35.4,5.226,0.0854,-28.08,36.302,285599.5081,6.9199,-0.069645204,25301010
02/27/2015,2 HK,1.600639,69.75,3.7563,0.2729,4.5,12.489,176219.9352,6.3672,0.007947977,55101010
02/27/2015,23 HK,0.544007,31.9,3.4796,NA,-3.45,15.999,74864.6116,8.9896,-0.00931677,40101010
02/27/2015,2318 HK,2.722821,43.125,1.0153,0.5657,29.65,27.862,792042.8961,7.0854,0.044188862,40301020
02/27/2015,2319 HK,0.581457,17.5,0.7116,0.1801,-4.14,28.401,68587.1527,4.2771,-0.00990099,30202030
02/27/2015,2388 HK,1.225721,27.35,3.6929,NA,8.57,17.788,289165.5405,7.5827,0.003669725,40101010
02/27/2015,2628 HK,2.996472,33.25,1.1186,0.1198,39.21,29.073,1212319.49,4.235,0.086601307,40301020
02/27/2015,267 HK,0.821564,13.62,1.9457,NA,-16.01,26.502,339183.2759,NA,0.022522523,20105010
02/27/2015,27 HK,1.115757,39.4,NA,0.0062,-30.82,40.659,167505.7718,6.1919,-0.036674817,25301010
02/27/2015,291 HK,0.237239,14.831,1.5451,0.4189,-27.65,27.914,39177.6934,1.8224,-0.048257717,30201010
02/27/2015,293 HK,0.248694,17.4,1.4943,0.5782,18.6,22.299,68448.8856,4.6006,-0.038674033,20302010
02/27/2015,3 HK,1.336766,11.953,1.8805,0.1493,0.23,15.803,183961.5723,3.8613,-0.016861326,55102010
02/27/2015,322 HK,0.463216,19.5,1.4513,0.1567,-13.78,23.126,109279.552,2.7943,0.018808777,30202030
02/27/2015,3328 HK,0.709183,6.69,4.8462,NA,13.53,26.615,529427.2083,16.2052,0.02607362,40101010
02/27/2015,386 HK,2.008443,6.5,4.6158,0.2956,-18.03,28.232,912876.7217,7.5793,0.060358891,10102010
02/27/2015,388 HK,2.406089,179,1.9832,0.0519,-0.34,24.532,209127.4349,2.4795,0.002239642,40203040
02/27/2015,3988 HK,4.29099,4.46,5.47,NA,NA,21.763,1415720.858,16.741,0.02764977,40101010
02/27/2015,4 HK,0.93414,21.238,8.2399,0.3259,0.62,23.301,171404.5963,55.8258,-0.102404801,60102010
02/27/2015,494 HK,0.56205,7.93,5.9269,0.1441,-24.76,29.609,66297.9596,6.3153,0.031209363,25203010
02/27/2015,5 HK,11.254245,69.8,5.5552,NA,-13.31,13.352,1341520.555,7.5754,-0.03657695,40101010
02/27/2015,6 HK,1.340729,79.8,3.3584,0.0856,11.31,17.55,170314.0852,35.8148,-0.018450185,55101010
02/27/2015,66 HK,0.635391,36,2.5556,0.1405,14.01,15.241,209857.1484,7.4502,0.044992743,20304010
02/27/2015,688 HK,1.170608,23.368,2.0969,0.4133,2.84,33.4,193314.5226,14.2326,0.053466775,60102030
02/27/2015,700 HK,9.256281,135.888,0.1766,0.0356,3.1,33.414,1273820.428,2.3482,0.029548141,50203010
02/27/2015,762 HK,0.946915,13.06,1.5214,0.3745,-3.27,29.593,312747.4629,4.7998,0.114334471,50101020
02/27/2015,823 HK,1.373894,49.5,3.5384,0.1136,15.58,18.021,113442.6281,23.8414,-0.057142857,60101070
02/27/2015,83 HK,0.465618,12.68,3.9432,0.0878,-5.81,23.024,76892.2692,10.0382,-0.024615385,60102030
02/27/2015,836 HK,0.477584,20.55,3.6496,0.4882,-10.41,32.025,98585.4141,9.4509,-0.061643836,55105010
02/27/2015,857 HK,2.299743,9,4.5224,0.206,-18.51,25.045,2477239.771,8.0524,0.072705602,10102010
02/27/2015,883 HK,2.409456,11.14,5.1167,0.3053,-26.15,27.54,497372.6713,14.9449,0.094302554,10102020
02/27/2015,939 HK,6.573104,6.45,5.8043,NA,9.01,20.285,1618215.462,17.4449,0.035313002,40101010
02/27/2015,941 HK,7.836624,105.4,2.9934,0.0077,16.33,24.438,2156903.13,6.3212,0.028292683,50102010
02/27/2015,992 HK,0.884977,11.96,2.0067,0.1712,1.54,28.663,132859.5054,5.4647,0.19123506,45202030
02/28/2011,101 HK,1.210245,33.2,2.1386,0.0865,-13.41,29.046,148385.7951,6.3369,-0.029239766,60102010
02/28/2011,1088 HK,1.790652,32.3,1.8749,0.1257,-2.43,32.36,614224.9145,7.0725,0.020537125,10102050
02/28/2011,11 HK,1.549332,124.2,4.1868,NA,5.41,15.896,237450.8725,6.2801,-0.034214619,40101010
02/28/2011,1109 HK,0.444308,12.64,2.1994,0.3921,-23.34,34.544,68094.7166,9.7558,-0.100995733,60102030
02/28/2011,1199 HK,0.398077,15,1.5333,0.2444,28.74,37.579,40674.3823,5.568,0.033057851,20305030
02/28/2011,12 HK,0.87584,27.857,2.0263,0.2879,-6.17,25.714,107385.1301,14.8388,-0.086955097,60102010
02/28/2011,1249772D HK,2.747476,121.2,2.2277,NA,12.29,24.581,280719.114,7.0817,-0.057542768,60102030
02/28/2011,13 HK,3.188624,91.7,1.8866,0.4213,40.49,29.499,390951.0845,5.1571,0.00880088,20105010
02/28/2011,1398 HK,5.5032,5.98,3.1864,NA,-6.67,23.261,1842960.062,9.6577,0.031034483,40101010
02/28/2011,144 HK,0.593616,32.9,1.7325,0.2084,12.68,34.954,80890.5055,7.2444,-0.029498525,20305030
02/28/2011,16 HK,3.164335,125.8,2.2258,0.1659,0.17,24.576,323310.9062,NA,-0.032307692,60102010
02/28/2011,17 HK,0.543826,12.105,2.7143,0.4649,-5.72,29.867,55564.5269,NA,-0.051480959,60102010
02/28/2011,1880 HK,1.023047,13.52,0.7667,0.0075,-8.01,37.704,114030.8355,3.559,0.013493253,25203020
02/28/2011,1898 HK,0.743572,11.1,1.5416,0.0914,-7.7,37.458,160993.1369,5.9936,-0.024604569,10102050
02/28/2011,19 HK,1.285748,95.108,3.3646,0.2223,9.55,25.117,159180.1443,26.727,-0.112566715,60102010
02/28/2011,2 HK,1.867777,63.45,3.9086,0.3269,-1.19,11.553,152669.7931,6.7663,0.003162055,55101010
02/28/2011,2038 HK,0.194125,5.51,NA,0.1969,-12.8,39.918,39668.8011,-4.3295,-0.001811594,45203020
02/28/2011,23 HK,0.89935,33.75,2.7852,NA,-0.55,20.853,68917.2404,6.1836,-0.00147929,40101010
02/28/2011,2318 HK,2.234757,39.95,0.6421,0.3423,9.92,30.067,510608.1912,3.4201,0.034304207,40301020
02/28/2011,2388 HK,1.457757,24.15,4.0166,NA,6.28,26.769,255332.6436,6.3429,-0.039761431,40101010
02/28/2011,2600 HK,0.494732,7.69,NA,0.3574,7.5,37.113,152384.7898,0.8984,0.009186352,15104010
02/28/2011,2628 HK,3.59896,29.65,2.6855,0.0379,-18.16,23.887,748032.5796,4.7633,-0.021452145,40301020
02/28/2011,267 HK,0.422875,20.3,1.9704,NA,13.9,33.212,74068.3711,NA,-0.031026253,20105010
02/28/2011,291 HK,0.555518,26.032,1.7254,0.161,-15.97,29.62,68111.0419,4.0605,-0.070385316,30201010
02/28/2011,293 HK,0.34844,18.1,2.3757,0.4566,-8.21,30.009,71202.5764,19.7306,-0.078411405,20302010
02/28/2011,3 HK,1.225952,8.136,1.887,0.1565,-16.26,16.301,125259.6918,4.0522,-0.011301495,55102010
02/28/2011,330 HK,0.763328,35.187,4.3717,0.0584,-22.56,35.774,49258.0373,7.4806,0.03384751,25504010
02/28/2011,3328 HK,0.812329,6.827,2.958,NA,-20.68,26.541,394788.2114,11.2869,0.010658771,40101010
02/28/2011,386 HK,2.173381,6.108,2.7309,0.2256,20.4,27.406,839288.5814,12.469,-0.07566586,10102010
02/28/2011,388 HK,2.815076,168.5,2.362,0,22.72,25.632,181666.7365,2.7763,-0.057606264,40203040
02/28/2011,3988 HK,4.204708,4.11,3.7253,NA,-6.03,23.012,1094497.294,11.0168,0.014814815,40101010
02/28/2011,4 HK,1.146617,NA,5.0577,0.2544,16.44,29.773,154643.0754,63.9138,-0.106153846,60102010
02/28/2011,494 HK,2.023213,19.452,2.2363,0.0591,14.28,33.964,191061.2184,2.8746,-0.062328272,25203010
02/28/2011,5 HK,16.960727,90.4,3.0995,NA,1.69,23.701,1600692.142,6.3776,0.066666667,40101010
02/28/2011,6 HK,1.150702,50.85,4.1495,0.2006,-3.05,14.414,108527.2084,6.628,0.029352227,55101010
02/28/2011,66 HK,0.674441,28.65,1.815,0.1735,-8.03,18.922,165387.9865,NA,0.005263158,20304010
02/28/2011,688 HK,0.861191,12.766,1.8017,0.3658,-25.16,30.239,105588.946,11.8611,-0.122249725,60102030
02/28/2011,700 HK,3.393957,41.196,0.1942,0.0175,23.59,34.054,378296.9465,2.55,0.019803941,50203010
02/28/2011,762 HK,0.999309,13,1.4015,0.2877,12.29,33.023,306308.3105,1.451,0.00931677,50101020
02/28/2011,83 HK,0.605768,12.836,2.8329,0.177,-8.05,30.986,74272.117,10.9215,-0.042089552,60102030
02/28/2011,836 HK,0.40217,13.06,2.9096,0.5469,-30.82,26.435,61678.2605,8.0572,-0.042521994,55105010
02/28/2011,857 HK,3.648182,10.6,3.1295,0.1019,10.7,26.211,2413297.12,8.5843,-0.020332717,10102010
02/28/2011,883 HK,5.153013,17.68,2.319,0.0488,18.14,31.08,789751.4422,8.1533,0.027906977,10102020
02/28/2011,939 HK,6.676727,6.81,3.3039,NA,-4.31,24.071,1692046.11,9.5847,-0.005839416,40101010
02/28/2011,941 HK,7.17302,73.05,3.9357,0.0343,-17.57,17.797,1465795.618,9.6695,-0.046344648,50102010
02/28/2013,101 HK,0.93172,30.05,2.4626,0.2214,-5.79,24.686,134520.8058,6.2365,0.027350427,60102010
02/28/2013,1044 HK,0.870915,76.092,1.9713,0.114,-8.06,25.55,96724.4808,3.8137,0.011565765,30302010
02/28/2013,1088 HK,1.384112,29.4,3.7302,0.1301,-11.49,27.271,571552.8577,10.5924,-0.11844078,10102050
02/28/2013,11 HK,1.328421,125.4,4.1467,NA,-2.28,13.782,239745.0685,NA,-0.012598425,40101010
02/28/2013,1109 HK,0.639937,22.65,1.011,0.3259,NA,34.88,131990.5857,8.1405,-0.040254237,60102030
02/28/2013,1199 HK,0.287617,12.42,3.0515,0.4189,NA,35.024,34604.9278,6.4003,-0.012718601,20305030
02/28/2013,12 HK,0.721882,30.453,1.8906,0.2537,-2.29,27.297,130280.7545,NA,-0.03317671,60102010
02/28/2013,1249772D HK,2.321635,120.6,2.6202,NA,-2.61,23.709,279329.4154,NA,-0.051886792,60102030
02/28/2013,1299 HK,5.045202,33.6,1.1012,0.0493,0.73,23.489,404678.4,5.8009,0.089141005,40301020
02/28/2013,13 HK,2.46715,83.55,2.4895,0.4551,6.11,21.425,356204.6141,NA,-0.03633218,20105010
02/28/2013,135 HK,0.717371,16.08,1.3682,0.1993,7.33,22.291,129466.6439,5.2836,-0.00248139,10102040
02/28/2013,1398 HK,5.69233,5.57,4.4423,NA,9.98,23.928,1862312.58,15.2862,-0.046232877,40101010
02/28/2013,144 HK,0.464229,26.9,3.3457,0.2105,-0.61,31.804,67024.9292,5.696,-0.021818182,20305030
02/28/2013,151 HK,1.096486,10.88,1.6113,0.0556,-4.9,33.31,143917.8031,3.0292,0.05631068,30202030
02/28/2013,16 HK,2.429119,120,2.7917,0.1882,3.09,25.203,318830.64,NA,-0.057344855,60102010
02/28/2013,17 HK,0.743304,13.443,2.8011,0.4943,17.58,32.466,89431.2193,NA,0.001415375,60102010
02/28/2013,1880 HK,0.917619,14.28,1.3707,0.024,-1.43,38.373,120440.8529,4.5034,-0.171693735,25203020
02/28/2013,1898 HK,0.41559,7.69,3.4219,0.3489,-3.82,32.216,118485.4703,10.7934,-0.110982659,10102050
02/28/2013,19 HK,0.941776,100.1,3.3467,0.2188,-7.48,18.018,147857.1084,NA,0.005524862,60102010
02/28/2013,1928 HK,1.236943,36.95,3.3829,0.0821,20.33,38.356,297647.5496,3.2201,-0.054987212,25301010
02/28/2013,2 HK,1.752062,66.75,3.8502,0.3746,-13.3,11.453,168640.5831,5.158,0.012130402,55101010
02/28/2013,23 HK,0.684579,31.7,3.3438,NA,-5.5,20.34,70599.1814,NA,-0.006269592,40101010
02/28/2013,2318 HK,1.828905,32.45,0.7547,0.7388,-3.37,27.086,483875.6054,4.8737,-0.066858375,40301020
02/28/2013,2388 HK,1.340463,26.15,4.218,NA,-7.16,18.898,276478.2042,7.5703,-0.022429907,40101010
02/28/2013,2600 HK,0.183022,3.35,NA,0.6425,-6.37,33.585,71712.8655,-19.6437,-0.104278075,15104010
02/28/2013,2628 HK,2.401726,23.3,1.2093,0.2269,-1.86,29.235,663825.2397,2.0883,-0.103846154,40301020
02/28/2013,267 HK,0.27117,11.92,3.7752,NA,-7.21,30.58,43501.3736,NA,-0.044871795,20105010
02/28/2013,291 HK,0.419292,23.099,1.8651,0.236,-2.83,31.879,60536.9276,6.606,-0.093516992,30201010
02/28/2013,293 HK,0.236719,14.48,2.3481,0.6441,-0.68,24.803,56962.0611,1.5142,-0.038512616,20302010
02/28/2013,3 HK,1.567427,12.249,1.5165,0.1492,2.23,15.622,188586.2234,3.7715,-0.013609277,55102010
02/28/2013,322 HK,0.551863,20.35,1.4296,0.0914,-11.94,26.055,113824.8235,3.171,-0.066513761,30202030
02/28/2013,330 HK,0.271832,10.12,1.4822,0.1235,-18.86,65.115,19623.4299,-0.7253,-0.06122449,25504010
02/28/2013,3328 HK,0.744474,6.14,2.001,NA,3.02,26.922,461005.145,17.9753,-0.066869301,40101010
02/28/2013,386 HK,2.39784,6.785,4.1724,0.2931,3.56,23.95,804140.7208,8.5184,-0.06258635,10102010
02/28/2013,388 HK,2.11081,139.5,2.3728,0.0441,16.36,26.123,160398.2307,2.6969,-0.051665534,40203040
02/28/2013,3988 HK,4.027659,3.66,5.162,NA,9.34,21.584,1039462.519,16.9905,-0.041884817,40101010
02/28/2013,4 HK,1.422527,25.463,4.5163,0.2762,21.82,27.694,205382.9679,61.2921,-0.010223121,60102010
02/28/2013,494 HK,0.843063,8.536,5.7405,0.1177,-31.98,42.332,86943.2383,6.7703,-0.045830539,25203010
02/28/2013,5 HK,15.50747,85.85,3.7058,NA,8.77,18.99,1586894.493,6.7518,-0.027746319,40101010
02/28/2013,6 HK,1.32886,69.15,3.355,0.1481,-3.42,15.267,147584.1979,6.5919,0.029017857,55101010
02/28/2013,66 HK,0.642109,32,2.375,0.1709,-1.82,13.85,185414.2188,NA,0,20304010
02/28/2013,688 HK,1.333039,23.269,1.5042,0.2805,8.64,30.35,192462.8235,9.8454,-0.020788621,60102030
02/28/2013,700 HK,4.132771,53.635,0.2797,0.0279,-3.34,27.241,497237.6927,3.2362,-0.011791801,50203010
02/28/2013,762 HK,0.729905,11.18,1.0899,0.4243,-19.34,32.958,263457.2896,3.326,-0.102728732,50101020
02/28/2013,83 HK,0.580119,14.1,3.4043,0.1171,-10.2,30.802,83757.0568,NA,-0.027586207,60102030
02/28/2013,836 HK,0.553359,20.95,1.432,0.4305,14.03,29.236,99866.7985,7.5713,-0.023310023,55105010
02/28/2013,857 HK,3.115609,10.66,3.6357,0.2059,-4.53,21.792,2051035.42,7.3646,-0.036166365,10102010
02/28/2013,883 HK,3.770131,15.24,2.8215,0.1231,-11.8,25.023,680409.6834,11.6338,-0.048689139,10102020
02/28/2013,939 HK,7.460016,6.4,4.4998,NA,4.9,23.568,1594980.089,15.1685,-0.043348281,40101010
02/28/2013,941 HK,7.137823,85.45,3.9555,0.0285,-14.72,19.632,1717585.555,9.3874,0.002346041,50102010
02/28/2014,101 HK,0.658232,21.55,3.4803,0.3369,-14.08,25.806,96524.2493,7.4664,0,60102010
02/28/2014,1044 HK,0.919708,81.459,2.2097,0.1841,-4.19,28.158,103744.1665,3.7149,0.004773535,30302010
02/28/2014,1088 HK,0.978032,21.1,5.7403,0.2294,-13.93,33.676,359096.5597,13.5556,0.052369077,10102050
02/28/2014,11 HK,1.312096,125.8,4.372,NA,-0.71,15.234,240509.8209,NA,0.035390947,40101010
02/28/2014,1109 HK,0.488766,17.56,1.9704,0.4453,NA,35.31,102390.5851,14.371,-0.039387309,60102030
02/28/2014,1199 HK,0.247855,10.4,3.5481,0.4237,NA,28.294,30288.1846,7.5962,0.047331319,20305030
02/28/2014,12 HK,0.560444,27.01,2.2821,0.3021,-11.46,21.787,117406.3301,NA,0.040647274,60102010
02/28/2014,1249772D HK,2.304766,121.6,2.8618,NA,3.59,19.613,281645.5797,NA,0.058311575,60102030
02/28/2014,1299 HK,6.233833,37.95,1.1212,0.0634,4.3,22.071,457069.8,4.7911,0.061538462,40301020
02/28/2014,13 HK,3.041077,104.6,2.1989,0.3374,9.23,20.128,445948.5653,NA,0.085625324,20105010
02/28/2014,135 HK,0.609628,13.86,1.6595,0.2059,9.52,31.793,111746.1146,6.1395,0.076086957,10102040
02/28/2014,1398 HK,4.403576,4.65,6.5121,NA,-8.65,24.924,1519598.871,20.3727,-0.033264033,40101010
02/28/2014,144 HK,0.427255,27.55,2.5408,0.2679,9.49,31.342,69614.8278,6.0917,0.043560606,20305030
02/28/2014,151 HK,1.169478,11.8,2.0839,0.0642,2.24,30.676,155903.8586,3.4223,0.125954198,30202030
02/28/2014,16 HK,1.831408,99.3,3.3736,0.2161,-6.37,17.342,268560.7227,NA,0.047468354,60102010
02/28/2014,17 HK,0.529386,9.451,4.1833,0.6607,-14.13,24.667,64691.7595,NA,0.03504545,60102010
02/28/2014,1880 HK,0.60547,9.57,2.1167,0.0416,-23.14,43.404,80715.6136,6.8876,0.142004773,25203020
02/28/2014,1898 HK,0.222358,3.97,6.6805,0.5892,-15.17,37.88,65652.9968,9.0346,0.023195876,10102050
02/28/2014,19 HK,0.753467,87.15,4.0161,0.2816,-8.05,17.315,128222.4862,NA,0.039976134,60102010
02/28/2014,1928 HK,2.141279,64.9,2.3575,0.0477,35.4,35.428,523334.5229,3.2861,0.084377611,25301010
02/28/2014,2 HK,1.5648,60.55,4.2444,0.3624,-6.45,11.552,152976.5889,3.9597,0.033276451,55101010
02/28/2014,23 HK,0.602348,32.15,3.4526,NA,-1.01,20.436,73607.7625,NA,0.091680815,40101010
02/28/2014,2318 HK,1.749356,31.525,1.0032,0.7788,18.34,27.725,430036.8486,7.1239,0.002384738,40301020
02/28/2014,2388 HK,1.188559,23.55,5.2569,NA,-4.8,16.665,248988.9754,8.9368,-0.002118644,40101010
02/28/2014,2628 HK,2.303775,22.7,0.7806,0.1795,12.95,28.611,533117.5449,4.8571,0.070754717,40301020
02/28/2014,267 HK,0.250411,11.18,3.1306,NA,13.89,30.62,40800.7849,NA,0.15257732,20105010
02/28/2014,27 HK,2.468954,77.85,NA,0.002,64.86,38.347,329137.6359,NA,0.020314548,25301010
02/28/2014,291 HK,0.358154,20.028,1.2815,0.3217,-4.41,29.405,52520.3212,3.6207,-0.054122981,30201010
02/28/2014,293 HK,0.254313,15.8,0.8861,0.66,10.07,25.153,62154.7352,4.2145,-0.01863354,20302010
02/28/2014,3 HK,1.307986,10.382,1.9682,0.1645,-17.6,17.501,159837.6974,4.2899,0.046361621,55102010
02/28/2014,322 HK,0.581044,21.75,1.1494,0.0962,4.85,28.629,121721.8147,2.6075,0.082089552,30202030
02/28/2014,3328 HK,0.594507,4.98,6.0901,NA,-4.61,24.424,362216.2092,21.39,-0.013861386,40101010
02/28/2014,386 HK,2.397513,6.89,4.482,0.3157,6.89,27.02,793238.5142,10.0466,0.114886731,10102010
02/28/2014,388 HK,1.811998,120.4,2.9402,0.0542,-1.22,18.244,139849.6706,3.2832,-0.012305168,40203040
02/28/2014,3988 HK,3.532123,3.26,6.7939,NA,-1.62,23.669,893045.5229,21.7238,-0.009118541,40101010
02/28/2014,4 HK,1.118928,20.337,8.3592,0.3577,-20.8,28.598,164081.401,47.6736,0.02170309,60102010
02/28/2014,494 HK,0.810945,8.339,3.7175,0.1176,-8.17,27.403,84941.6481,6.8105,-0.059228339,25203010
02/28/2014,5 HK,15.046442,82.25,4.6231,NA,-4.34,16.111,1548921.076,7.9768,0.016059296,40101010
02/28/2014,6 HK,1.226998,64.85,3.9322,0.1462,-11.01,19.859,138406.8725,8.0731,0.112349914,55101010
02/28/2014,66 HK,0.556566,28.15,2.8064,0.1946,-6.32,17.608,163231.39,NA,0.025500911,20304010
02/28/2014,688 HK,1.16201,20.601,2.0387,0.3602,-11.87,30.872,170399.048,13.6871,-0.004782609,60102030
02/28/2014,700 HK,9.49531,124.489,0.1607,0.0168,51.95,30.682,1160340,1.7168,0.145358359,50203010
02/28/2014,762 HK,0.838517,10.34,1.9216,0.4502,-13.59,26.677,245923.1874,5.3664,0.011741683,50101020
02/28/2014,83 HK,0.448666,11,4.5455,0.1483,-2.72,25.347,65793.1323,NA,0.065891473,60102030
02/28/2014,836 HK,0.489873,18.74,2.8282,0.4721,4.39,37.48,89794.8146,12.4166,0.017372421,55105010
02/28/2014,857 HK,2.353888,8.18,4.5261,0.2521,-11.75,23.778,1745020.266,10.9405,0.089214381,10102010
02/28/2014,883 HK,3.09825,12.72,4.4811,0.2688,-17.6,25.571,567915.6534,12.5536,0.042622951,10102020
02/28/2014,939 HK,6.116932,5.33,6.3637,NA,-8.57,25.839,1328188.18,20.4516,-0.011131725,40101010
02/28/2014,941 HK,6.069044,73.75,4.7105,0.0067,-12.44,16.161,1483290.825,10.3651,-0.004051317,50102010
02/28/2014,992 HK,0.763676,8.28,2.4155,0.0589,11.63,39.147,86143.6241,7.0963,-0.17693837,45202030
02/28/2017,1 HK,3.343684,95.9,2.6955,0.4581,-8.07,18.059,369951.3202,8.9225,0.026217228,20105010
02/28/2017,101 HK,0.512188,19.6,3.8265,0.2807,8.53,24.781,88152.4834,7.0149,0.020833333,60102010
02/28/2017,1038 HK,0.547167,63.95,3.4089,0.0915,NA,19.285,169510.7318,5.9846,0.022382094,55101010
02/28/2017,1044 HK,0.618862,66.3,3.2264,0.2221,NA,28.378,79884.0866,4.6591,0.04,30302010
02/28/2017,1088 HK,0.712634,16.24,2.3275,0.2325,8.53,33.508,371285.0132,8.6034,-0.018137848,10102050
02/28/2017,11 HK,1.571947,159.2,3.8317,NA,14.15,16.448,304365.3695,NA,0.00188798,40101010
02/28/2017,1109 HK,0.758875,21.2,2.7311,0.4361,-5.88,30.543,146935.9164,12.8508,0.096173733,60102030
02/28/2017,1113 HK,1.824872,52.8,2.7083,0.3258,-9.25,27.432,200650.2738,9.5511,0.027237354,60102030
02/28/2017,12 HK,0.635436,37.273,3.0881,0.2775,-8.72,21.565,164046.9999,NA,0.047612356,60102010
02/28/2017,1299 HK,7.635587,49.05,1.7462,0.0678,-5.61,21.237,591370.6544,5.4643,0.01552795,40301020
02/28/2017,135 HK,0.281416,6.75,0.8889,0.3833,6.19,23.705,54488.6334,1.9902,0.085209003,10102040
02/28/2017,1398 HK,4.848519,5.09,5.3651,NA,NA,22.364,1872534.444,17.2793,0.064853556,40101010
02/28/2017,144 HK,0.366996,21.65,3.5566,0.2688,-8.29,29.05,56847.1386,8.0844,0.038369305,20305030
02/28/2017,151 HK,0.444448,5,2.8405,0.1876,2.89,31.071,62570.6201,6.2668,-0.100719424,30202030
02/28/2017,16 HK,1.909449,113.5,3.4361,0.2022,-4.19,24.14,328635.0505,NA,0.05679702,60102010
02/28/2017,17 HK,0.76217,10.16,4.3307,0.6921,-4.52,23.13,98394.5895,NA,0.128888889,60102010
02/28/2017,1880 HK,0.466092,5.35,3.8848,0,-5.7,39.39,45123.1487,6.2136,0.12394958,25203020
02/28/2017,19 HK,0.512974,79.8,4.7368,0.3138,-14.12,17.257,114827.4663,NA,0.008212255,60102010
02/28/2017,1928 HK,1.012939,32.4,6.142,0.1189,0.17,34.577,261504.624,3.6331,-0.060869565,25301010
02/28/2017,2 HK,1.931554,78.95,3.5465,0.203,-7.07,15.322,199463.3007,6.3671,0.040870138,55101010
02/28/2017,2018 HK,0.777714,81.75,1.5291,0.046,NA,31.719,100389,4.5373,0.021875,45203020
02/28/2017,23 HK,0.560095,32.1,1.7445,NA,-1.8,27.07,86757.9929,NA,-0.034586466,40101010
02/28/2017,2318 HK,2.786737,41.4,1.543,0.7753,NA,24.984,752404.1353,9.6506,0.032418953,40301020
02/28/2017,2319 HK,0.542769,15.3,1.0821,0.1539,NA,33.2,60052.9146,-1.431,0.049382716,30202030
02/28/2017,2388 HK,1.466824,30.7,3.987,NA,14.07,22.467,324584.3544,7.5433,-0.016025641,40101010
02/28/2017,2628 HK,2.272245,23.65,2.1001,0.1717,22.53,29.767,780812.4715,3.2004,0.097447796,40301020
02/28/2017,267 HK,0.836846,11.14,2.693,1.5433,-10.93,24.508,324065.5155,10.1246,-0.034662045,20105010
02/28/2017,27 HK,1.12846,37.2,NA,0.042,30.56,36.76,158930.0068,NA,0.001345895,25301010
02/28/2017,293 HK,0.17371,11.4,2.807,0.7395,-11.17,25.49,44845.8216,-1.2798,0.081593928,20302010
02/28/2017,3 HK,1.471873,12.347,2.2028,0.1507,-2.11,15.772,189992.6074,3.8667,0.019065698,55102010
02/28/2017,3328 HK,0.699566,6.19,5.1057,NA,NA,23.887,493410.867,16.5871,0.076521739,40101010
02/28/2017,386 HK,1.983116,6.02,2.6956,0.2088,4.75,27.366,775298.3123,7.2804,-0.030595813,10102010
02/28/2017,388 HK,2.893902,192.7,2.2055,0.0261,-2.73,20.598,235927.0421,2.47,0.021197668,40203040
02/28/2017,3988 HK,4.031073,3.93,5.2438,NA,7.17,22.894,1206241.464,16.0067,0.110169492,40101010
